project_id,description,location,contractor,cost,completion_date,report_contract_id,start_date,project_type,funding_year,report_year,region,lat,lng
P00639487LZ,"Construction of Slope Protection, Springville Heights, Molino 7, Bacoor City, Cavite",CAVITE,"E. F. CHUA CONSTRUCTION, INC.",19298004.01,2023-04-16,22D00102,10/19/2022,Construction of Slope Protection Structure,2022,2022,Region IV-A,14.39477,121.00199
P00620029LZ,"Construction of Pumping Station along Veinte Reales, Valenzuela City",VALENZUELA CITY,"TOUGHBUILT CONSTRUCTION & TRADING, INC. / AKN CONSTRUCTION CORPORATION",234010231.67,2024-02-19,22OD0122,02/11/2022,Construction of Flood Mitigation Facility,2022,2022,National Capital Region,14.721759,120.969853
P00631009LZ,"Rehabilitation of Road and Drainage System, Barangay Pamplona 1, Las Piñas City",LAS PIÑAS CITY,KPSL GENERAL CONTRACTOR INC.,19594904.1,2023-08-22,22OI0135,06/13/2022,Rehabilitation / Major Repair of Drainage Structure,2022,2022,National Capital Region,14.4608290572686,120.976844821365
P00821047LZ,"Construction of Slope Protection along C-6 Open Channel (Phase 11), Taguig City",TAGUIG CITY,J. SIMEON CONSTRUCTION,94569472.4,2024-07-22,24OB0171,02/13/2024,Construction of Slope Protection Structure,2024,2024,National Capital Region,14.577352,121.033406
P00725525LZ,"Construction of Revetment Wall along Bangkal Creek, Barangay Bangkal, Makati City (Phase II)",MAKATI CITY,TWO DIMENSION CONSTRUCTION,73738662.22,2024-01-02,23OC0008,03/09/2023,Construction of Revetment,2023,2023,National Capital Region,14.5442157,121.012633
P00742180LZ,"Construction of Drainage along Batangas Port Diversion Rd, Batangas",BATANGAS,DL ENTERPRISES / MARTIN BUILDERS INC. (FOR:MARTIN BUILDERS CONSTRUCTION SERVICES),99000000,2023-11-29,23DE0095,04/11/2023,Upgrading of Drainage Structure,2023,2023,Region IV-A,13.78333,121.05722
P00839607LZ,"Construction of Flood Mitigation Structure (Riprap), Barangay Banga, Talisay, Batangas",BATANGAS,KEASCIA CONSTRUCTION & SUPPLY,4949278.2,2024-07-13,24DC0022,02/15/2024,Construction of Slope Protection Structure,2024,2024,Region IV-A,14.0924,121.0129
P00620064LZ,"Construction of Automatic Trash Screen Rake including accessories and platform along Estero de Valencia, Manila City",CITY OF MANILA,EIGHT J'S CONSTRUCTION SERVICES,72374100.88,2022-11-18,22OE0146,04/01/2022,Construction of Flood Mitigation Structure,2022,2022,National Capital Region,14.603226,121.002056
P00846056LZ,"Construction of revetment along Zapote River, Barangay Zapote 3 (Formerly Zapote 5), City of Bacoor, Cavite",CAVITE,ALMAKAR BUILDERS & METAL WORKS,15344921.42,2024-12-09,24DQ0061,05/15/2024,Construction of Revetment,2024,2024,Region IV-A,14.47314,120.96986
P00844688LZ,"Construction of Drainage Systems at Gulod and Various Connecting Roads and Drainages, Brgy. Sauyo, District VI, Quezon City",QUEZON CITY,"TOUGHBILT CONSTRUCTION & TRADING, INC.",14545505.14,2024-07-15,24OF0059,04/01/2024,Construction of Drainage Structure,2024,2024,National Capital Region,14.68924,121.033561
P00820616LZ,"Construction of Drainage along Leyte St., Manila City",CITY OF MANILA,JMK BUILDERS CONSTRUCTION,9703253.01,2024-06-10,24OE0124,02/12/2024,Construction of Drainage Structure,2024,2024,National Capital Region,14.594632,121.023632
P00825113LZ,"Construction of Revetment along Carmona River, Brgy. Cabilang Baybay, Carmona, Cavite",CAVITE,OMNICON BUILDERS,125449943.29,2024-12-06,24DQ0035,02/14/2024,Construction of Revetment,2024,2024,Region IV-A,14.32354,121.05734
P00820086LZ,"Installation of Booster Pump at Estero de Maypajo (PNR Section) (Package 1a), Tondo, Manila City",CITY OF MANILA,JIIK CONSTRUCTION SERVICES,142133628.7,2024-07-06,24OE0004,02/08/2024,Construction of Flood Mitigation Facility,2024,2024,National Capital Region,14.63517,120.976907
P00742240LZ,"Rehabilitation of Flood Control Structure, Villanueva Creek Tributary Lagoon, Brgy. BF Homes, Parañaque City",PARAÑAQUE CITY,P.L.G.L. CONSTRUCTION,19791672.85,2023-10-24,23OC0094,05/16/2023,Rehabilitation / Major Repair of Flood Control Structure,2023,2023,National Capital Region,14.449133,121.013049
P00845807LZ,"Construction of Flood Control Structure along Maasim River, Upig Section, Brgy. Upig, San Ildefonso, Bulacan",BULACAN,TOPNOTCH CATALYST BUILDERS INC. / ONE FRAME CONSTRUCTION INC.,98998363.35,2025-01-13,24C00521,05/06/2024,Construction of Flood Mitigation Structure,2024,2024,Region III,15.0227,120.9702
P00820641LZ,"Rehabilitation of Flood Control Structure at St. James, Barangay Nagkaisang Nayon, Quezon City",QUEZON CITY,FRAMECON BUILDERS,29399739.03,2024-10-28,24OF0003,02/06/2024,Rehabilitation / Major Repair of Flood Control Structure,2024,2024,National Capital Region,14.710557,121.033565
P00637047LZ,"Construction of Relief Pumping Station at Mayers Creek, Brgy, Lingunan, Valenzuela City",VALENZUELA CITY,MIGHTY CONSTRUCTION & DEVELOPMENT INC.,23689711.72,2023-02-15,22OD0179,03/24/2022,Construction of Flood Mitigation Facility,2022,2022,National Capital Region,14.720543,120.970219
P00820013LZ,"Construction of Drainage along Pat Antonio St., Manila City",CITY OF MANILA,JCA CONSTRUCTION AND CONSTRUCTION SUPPLY,65235972.08,2024-12-10,24OE0057,02/14/2024,Construction of Drainage Structure,2024,2024,National Capital Region,14.59819,121.02396
P00637072LZ,"Construction of Slope Protection Structure, Phase 3B - Carissa 3-A, Brgy. Kaypian, City of San Jose del Monte, Bulacan",BULACAN,ALPHA & OMEGA GEN. CONTRACTOR & DEVELOPMENT CORP.,48997036.71,2023-01-02,22CD0213,05/26/2022,Construction of Slope Protection Structure,2022,2022,Region III,14.82912,121.05749
P00620400LZ,"Construction of Flood Control Wall along the Banks of Creeks Lucas Cuadra, Brgy. 163, Caloocan City",CALOOCAN CITY,"PERSAN CONSTRUCTION, INC. (FORMERLY: PERSAN CONST.",28871376.46,2022-12-12,22OD0071,02/08/2022,Construction of Flood Mitigation Structure,2022,2022,National Capital Region,14.684167,121.013264
P00823247LZ,"Installation of Booster Pump at Estero de Maypajo, PNR Section (Package 1b), Tondo, Manila City",CITY OF MANILA,JIIK CONSTRUCTION SERVICES,141715719.73,2024-07-11,24OE0033,02/13/2024,Construction of Flood Mitigation Facility,2024,2024,National Capital Region,14.63517,120.976907
P00620063LZ,"Construction of Additional Booster Pump along Estero de Valencia, Manila City",CITY OF MANILA,ALPHA & OMEGA GEN. CONTRACTOR & DEVELOPMENT CORP. / CALCON ENGINEERING,72374113.53,2023-08-29,22OE0016,04/01/2022,Construction of Flood Mitigation Facility,2022,2022,National Capital Region,14.603156,121.00206
P00620161LZ,"Construction of Flood Control Structure, along NCR/ Bulacan Bdry. - Bigte - Ipo Dam Road Ilog Bayan River, San Jose Del Monte City, Bulacan",BULACAN,"L.R. TIQUI BUILDERS, INC.",94569655.86,2022-11-23,22CD0056,03/07/2022,Construction of Flood Mitigation Structure,2022,2022,Region III,14.82096,121.03379
P00620393LZ,"Construction of Flood Control Wall along I. Francisco Creek, Brgy. Maysan, Valenzuela City",VALENZUELA CITY,STO. CRISTO CONSTRUCTION & TRADING INC. (FOR: STO. CRISTO CONSTRUCTION & TRADING),14370183.34,2022-10-04,22OD0075,02/08/2022,Construction of Flood Mitigation Structure,2022,2022,National Capital Region,14.697541,120.970228
P00725521LZ,"Construction of Flood Control Structure (Pumping Station) at Bagumbayan River including Upgrading of Drainage Outfall/Laterals (Phase 2), Barangay Bagumbayan, Taguig City",TAGUIG CITY,FRANZCOR TRADING & CONSTRUCTION,88875980.92,2024-06-04,23OB0116,10/09/2023,Construction of Flood Mitigation Facility,2023,2023,National Capital Region,14.4665979033404,121.05779304413
P00742246LZ,"Construction of Flood Control Structure along San Francisco River in Brgy. San Antonio, Quezon City",QUEZON CITY,IM CONSTRUCTION CORPORATION,9800999.99,2024-01-18,23OF0165,10/18/2023,Construction of Flood Mitigation Structure,2023,2023,National Capital Region,14.6495,121.0133056
P00726793LZ,"Improvement of Harbor View Pumping Station, South Dr. Ermita, Manila City Phase I",CITY OF MANILA,ST. TIMOTHY CONSTRUCTION CORPORATION / ALRIE CONSTRUCTION SERVICES,96495753.94,2023-12-04,23OH0050,04/24/2023,Construction of Flood Mitigation Structure,2023,2023,National Capital Region,14.579864,120.977052
P00223374LZ,"Construction of Anahawin River Flood Control Structures, Phase 2, Calintaan, Occidental Mindoro",OCCIDENTAL MINDORO,FFJJ CONSTRUCTION,24646157.14,2023-03-27,18EB0118,04/20/2018,Construction of Flood Mitigation Structure,2018,2018,Region IV-B,12.63115,121.013306
P00639412LZ,"Construction of Pumping Station at Mayers Creek, Valenzuela City",VALENZUELA CITY,"TOUGHBUILT CONSTRUCTION & TRADING, INC.",13274738.88,2022-12-16,22OD0178,03/24/2022,Construction of Flood Mitigation Facility,2022,2022,National Capital Region,14.720346,120.970313
P00725556LZ,"Construction of Flood Control Wall along the Banks of Creeks, Brgy. 171 Phase 2, Caloocan City",CALOOCAN CITY,"PERSAN CONSTRUCTION, INC. (FORMERLY: PERSAN CONST.",90070431.63,2023-11-24,23OD0106,03/17/2023,Construction of Flood Mitigation Structure,2023,2023,National Capital Region,14.773073,121.03384
P00725536LZ,"Construction of Flood Mitigation Structure (Installation of Booster Pump) and Groundsill at Don Galo River Near Multinational Avenue, District 2, Parañaque City",PARAÑAQUE CITY,"NEWBIG FOUR J CONSTRUCTION INC., (FORMERLY FOUR J",93946610,2024-07-15,23OC0062,02/14/2023,Construction of Flood Mitigation Facility,2023,2023,National Capital Region,14.494381,121.002061
P00620909LZ,"Construction of Flood Control Structure, Magdaong River, Barangay Poblacion, Muntinlupa City",MUNTINLUPA CITY,AARCON BUILDERS,48994772.98,2023-09-20,22OI0071,03/11/2022,Construction of Flood Mitigation Structure,2022,2022,National Capital Region,14.3779881989947,121.024208029627
P00726794LZ,"Improvement of Harbor View Pumping Station, South Dr. Ermita, Manila City Phase II",CITY OF MANILA,G.F. FABIAN CONSTRUCTION,96495833.14,2024-03-11,23OH0051,04/24/2023,Construction of Flood Mitigation Structure,2023,2023,National Capital Region,14.579864,120.977052
P00632721LZ,"Construction of Road and Drainage Improvement at Barangay Baesa, Quezon City",QUEZON CITY,ENYE CONSTRUCTION & DEVELOPMENT INC.,19012215.8,2022-10-24,22OF0125,03/22/2022,Construction of Drainage Structure,2022,2022,National Capital Region,14.666594517699,121.05785522868
P00844675LZ,"Construction of Revetment at Don Galo River - Moonwalk Creek Junction Phase 2, District 2, Parañaque City",PARAÑAQUE CITY,RNN CONSTRUCTION CORPORATION (FORMERLY RNN CONSTRU,29155410.96,2024-10-31,24OC0106,07/04/2024,Construction of Revetment,2024,2024,National Capital Region,14.4987308,121.0133703
P00725508LZ,"Construction of Retention Basin along Estero de Valencia (Phase V), Manila City",CITY OF MANILA,SUPREME ABF CONST. & CONST. SUPPLY COMPANY INC. / RJR CALCON CORP.,87814653.82,2024-02-20,23OE0056,02/23/2023,Construction of Flood Mitigation Structure,2023,2023,National Capital Region,14.603216,121.002065
P00726729LZ,"Construction of Flood Control Structure along Angat River (San Roque Section), Angat, Bulacan",BULACAN,STRONGLANE BUILDERS AND TRADING CORPORATION (FORMERLY: STRONGLANE CONSTRUCTION & TRADING),47039291.85,2023-09-19,23CD0016,02/22/2023,Construction of Flood Mitigation Structure,2023,2023,Region III,14.93133,121.03403
P00620765LZ,"Construction of San Luis Batis Pumping Station, Brgy. Batis, San Juan City",SAN JUAN CITY,R.D. TALENS CONSTRUCTION AND TRADING / NEW EASTPOINT BUILDERS CORP.,89838069.12,2023-01-16,22OB0002,02/16/2022,Construction of Flood Mitigation Facility,2022,2022,National Capital Region,14.598304,121.024634
P00740645LZ,"Construction of Grouted Riprap Slope Protection at Addas 1, San Nicolas II, Bacoor, Cavite",CAVITE,R.K.F. BUILDERS,4654105.75,2023-07-01,23DQ0054,04/03/2023,Construction of Slope Protection Structure,2023,2023,Region IV-A,14.43408,120.97709
P00725507LZ,"Installation of Booster Pump along Estero de Valencia (Phase I), Manila City",CITY OF MANILA,RAICON DEVELOPMENT CORPORATION (FORMERLY : RA IGNACIO CONST. CORP.) / ST. TIMOTHY CONSTRUCTION CORPORATION,90183040.8,2023-06-26,23OE0009,02/17/2023,Construction of Flood Mitigation Facility,2023,2023,National Capital Region,14.603296,121.002078
P00726166LZ,"Construction of Flood Control Structure along Talavera River, Barangay Tabulac, San Jose City, Nueva Ecija",NUEVA ECIJA,AMP 723 CONSTRUCTION CORPORATION (FORMERLY: A.M.P. CONSTRUCTION) / IJK MAE CONSTRUCTION INC.,48999972.55,2023-10-27,23CE0023,02/09/2023,Construction of Flood Mitigation Structure,2023,2023,Region III,15.755362,121.013467
P00725477LZ,"Installation of Booster Pump along Estero dela Reina, Barangay 9, (Phase II), Tondo, Manila",CITY OF MANILA,EIGHT J'S CONSTRUCTION SERVICES,93816118.9,2023-07-25,23OE0019,02/16/2023,Construction of Flood Mitigation Facility,2023,2023,National Capital Region,14.607886,120.970376
P00620920LZ,"Improvement of Slope Protection of Sapang Buwaya Creek Near Annex 31 Subdivision (Phase VII), Brgy. Marcelo Green, Parañaque City",PARAÑAQUE CITY,RAICON DEVELOPMENT CORPORATION (FORMERLY : RA IGNACIO CONST. CORP.) / P.L.G.L. CONSTRUCTION,48993324.65,2023-02-16,22OC0184,06/22/2022,Construction of Revetment,2022,2022,National Capital Region,14.4726371,121.0340646
P00727029LZ,"Rehabilitation of Lagarian Creek, Quezon City",QUEZON CITY,E.L. TORRES CONSTRUCTION AND TRADING INC. (FORMERLY : E. L. TORRES CONSTRUCTION &  TRADING,19557713.2,2024-03-14,23OG0076,03/29/2023,Rehabilitation / Major Repair of Flood Control Structure,2023,2023,National Capital Region,14.62869,121.05827
P00620220LZ,"Construction of Revetment / Riverwall along San Isidro River, Sitio Bayan Bayanan, Brgy. San Vicente, San Pedro City, Laguna",LAGUNA,ST. MATTHEW GEN. CONTRACTOR & DEVELOPMENT CORP. / ELITE GENERAL CONTRACTOR AND DEVELOPMENT CORP.,88466408.87,2023-04-03,22DI0069,03/22/2022,Construction of Revetment,2022,2022,Region IV-A,14.34567,121.02464
P00725561LZ,"Construction of Flood Control Wall along Orosco Creek, Phase 2, Valenzuela City",VALENZUELA CITY,DIADEMA CONSTRUCTION AND ENTERPRISES INC. (FORMERLY: DIADEMA ENTERPRISES),57081541.95,2023-07-28,23OD0001,02/21/2023,Construction of Flood Mitigation Structure,2023,2023,National Capital Region,14.705711,121.002164
P00637039LZ,"Construction of Groundsill / Revetment Wall along Makati Diversion Channel, Brgy. San Lorenzo, Makati City",MAKATI CITY,STRONGLANE BUILDERS AND TRADING CORPORATION (FORMERLY: STRONGLANE CONSTRUCTION & TRADING),39200000,2023-05-22,22OC0152,03/22/2022,Construction of Revetment,2022,2022,National Capital Region,14.552864,121.014106
P00726003LZ,"Installation of Booster Pump along Estero dela Reina (Phase I), Barangay 9, Tondo, Manila City",CITY OF MANILA,JELSIE CONSTRUCTION & SUPPLY,48989429.12,2023-06-23,23OE0070,02/17/2023,Construction of Flood Mitigation Facility,2023,2023,National Capital Region,14.607886,120.970376
P00820045LZ,"Construction of Flood Control Wall along the Banks of Creeks, Barangay 176 Phase 9, Caloocan City",CALOOCAN CITY,KING EIGHT BUILDERS AND SUPPLY,89565038.74,2024-07-22,24OD0020,02/14/2024,Construction of Flood Mitigation Structure,2024,2024,National Capital Region,14.784614,121.034215
P00823480LZ,"Construction of Flood Control Structure along Angat River, Barangay Matictic (Right Side), Norzagaray, Bulacan",BULACAN,DEVEX INCORPORATED,42525092.5,2024-10-12,24CD0112,03/25/2024,Construction of Flood Mitigation Structure,2024,2024,Region III,14.908802,121.058383
P00620222LZ,"Construction of Revetment along Baluctot River, Phase 1, Dasmariñas City, Cavite",CAVITE,ALMAKAR BUILDERS & METAL WORKS,96494250.28,2023-12-04,22DQ0050,03/07/2022,Construction of Revetment,2022,2022,Region IV-A,14.35203,120.9771
P00726033LZ,"Rehabilitation of Flood Mitigation Structure along Lagarian Creek, Quezon City (Phase II)",QUEZON CITY,LIM GENERAL CONTRACTOR CORPORATION,9799232.55,2023-11-27,23OG0047,02/20/2023,Rehabilitation / Major Repair of Flood Control Structure,2023,2023,National Capital Region,14.6255507,121.024863
P00525794LZ,"Construction of Flood Control Wall along the Banks of Creeks in Brgy. 167, Caloocan City",CALOOCAN CITY,IM CONSTRUCTION CORPORATION,14310181.46,2022-08-22,21OD0143,02/24/2022,Construction of Flood Mitigation Structure,2021,2021,National Capital Region,14.73407,121.01413
P00726001LZ,"Installation of Booster Pump along Estero dela Reina (Phase V), Barangay 9, Tondo, Manila City",CITY OF MANILA,JELSIE CONSTRUCTION & SUPPLY,47749362.48,2023-07-25,23OE0073,02/17/2023,Construction of Flood Mitigation Facility,2023,2023,National Capital Region,14.607886,120.970376
P00820580LZ,"Construction of Box Culvert along Barangay 173, Caloocan City",CALOOCAN CITY,WAWAO BUILDERS,47970672.03,2024-07-03,24OD0063,02/14/2024,Construction of Drainage Structure,2024,2024,National Capital Region,14.784614,121.034215
P00620024LZ,"Construction of Flood Control Wall along the Banks of Creek, Brgy. 176, Caloocan City",CALOOCAN CITY,"PERSAN CONSTRUCTION, INC. (FORMERLY: PERSAN CONST.",65374049.41,2022-09-19,22OD0070,02/11/2022,Construction of Flood Mitigation Structure,2022,2022,National Capital Region,14.778364,121.058459
P00725506LZ,"Construction of Retarding Basin at Estero dela Reina, Barangay 290, Manila City",CITY OF MANILA,ST. TIMOTHY CONSTRUCTION CORPORATION / ALLEYWAY CONSTRUCTION,94716532.95,2024-08-05,23OE0042,02/17/2023,Construction of Flood Mitigation Structure,2023,2023,National Capital Region,14.600272,120.977116
P00820624LZ,"Installation of Pumping Station (Mini Pump) at Barangay 601, Zone 59 and Barangay 602, Zone 60, Manila City",CITY OF MANILA,FLORDES CONSTRUCTION & TRADING CORP. (FORMERLY FLO,48891968.68,2025-01-02,24OE0010,02/07/2024,Construction of Flood Mitigation Facility,2024,2024,National Capital Region,14.59602,121.0251
P00737510LZ,"Construction of Grouted Riprap Slope Protection at Addas 1, Barangay San Nicolas II, Bacoor City, Cavite",CAVITE,R.K.F. BUILDERS,4703829.86,2023-07-01,23DQ0048,04/03/2023,Construction of Slope Protection Structure,2023,2023,Region IV-A,14.43387,120.97713
P00727009LZ,"Construction of Revetment near Salvador Bridge (Upstream Side), Barangay San Isidro, Parañaque City, Metro Manila",PARAÑAQUE CITY,EURO CONSTRUCTION AND SUPPLY ( FORMERLY: EURO CONSTRUCTION AND TRADING),48999076.1,2024-03-17,23OC0088,05/23/2023,Construction of Revetment,2023,2023,National Capital Region,14.475226,121.002172
P00820085LZ,"Installation of Booster Pump along Estero dela Reina, Barangay 9, (Phase VI) Tondo, Manila City",CITY OF MANILA,GOLDEN J'S CONSTRUCTION SERVICES,94322661.24,2024-07-15,24OE0003,02/08/2024,Construction of Flood Mitigation Facility,2024,2024,National Capital Region,14.60308,120.97042
P00736173LZ,"Rehabilitation of Flood Control Structure (Phase 2), Barangay Gulod, Quezon City",QUEZON CITY,E.L. TORRES CONSTRUCTION AND TRADING INC. (FORMERLY : E. L. TORRES CONSTRUCTION &  TRADING,48019705.02,2023-12-10,23OF0030,02/14/2023,Rehabilitation / Major Repair of Flood Control Structure,2023,2023,National Capital Region,14.71054,121.034216
P00820236LZ,"Construction of Flood Mitigation Facility along Santo Cristo River, San Jose del Monte City, Bulacan",BULACAN,"TRIPLE 8 CONSTRUCTION & SUPPLY, INC. (FORMERLY TRIPLE 8 CONST. & SUPPLY)",96497855.1,2024-08-09,24CD0053,02/22/2024,Construction of Flood Mitigation Facility,2024,2024,Region III,14.83059,121.0586
P00632711LZ,"Construction of Groundsill / Revetment wall along Makati Diversion Channel (Phase 2), Barangay San Lorenzo, Makati City",MAKATI CITY,STRONGLANE BUILDERS AND TRADING CORPORATION (FORMERLY: STRONGLANE CONSTRUCTION & TRADING),49500000,2023-05-28,22OC0014,03/22/2022,Construction of Revetment,2022,2022,National Capital Region,14.552128,121.0142417
P00620524LZ,"Construction of Flood Control Structure along Daang Maharlika Road at Tigpalas Creek, San Miguel, Bulacan",BULACAN,FLORDES CONSTRUCTION & TRADING CORP. (FORMERLY FLO,38602322.03,2023-08-13,22CD0048,02/28/2022,Construction of Flood Mitigation Structure,2022,2022,Region III,15.15238,120.97721
P00844674LZ,"Rehabilitation of Drainage System and its Vicinity, Brgy. San Isidro, Parañaque City",PARAÑAQUE CITY,G.F. ROVERO MERCHANDISING,14699900.18,2024-10-23,24OC0114,06/27/2024,Rehabilitation / Major Repair of Drainage Structure,2024,2024,National Capital Region,14.4633753,121.0021744
P00823240LZ,"Installation of Booster Pump along Estero dela Reina (Phase 7), Barangay 9, Tondo, Manila City",CITY OF MANILA,GOLDEN J'S CONSTRUCTION SERVICES,95326327.4,2024-07-15,24OE0031,02/07/2024,Construction of Flood Mitigation Facility,2024,2024,National Capital Region,14.60308,120.97042
P00820182LZ,"Construction of Dike along Santo Cristo River, Barangay Dulong Bayan, San Jose del Monte City, Bulacan",BULACAN,ROYAL CROWN MONARCH CONSTRUCTION & SUPPLIES CORP.,96498309.12,2024-11-11,24CD0077,02/26/2024,Construction of Dike,2024,2024,Region III,14.835276,121.034263
P00823243LZ,"Installation of Booster Pump at Estero de Magdalena, La Torre St. (Package 1a), Tondo, Manila City",CITY OF MANILA,EIGHT J'S CONSTRUCTION SERVICES,144719698.22,2024-06-20,24OE0034,02/16/2024,Construction of Flood Mitigation Facility,2024,2024,National Capital Region,14.608203,120.97723
P00631036LZ,"Rehabilitation of Drainage System at Zone 41-57, Manila City",CITY OF MANILA,EIGHT J'S CONSTRUCTION SERVICES,48999810.66,2022-10-17,22OE0030,02/23/2022,Rehabilitation / Major Repair of Drainage Structure,2022,2022,National Capital Region,14.604035,121.002244
P00820267LZ,"Construction of Slope Protection Structure, Barangay Kaypian, San Jose del Monte City, Bulacan",BULACAN,M3 KONSTRACT CORPORATION (FORMERLY:MARGARITA CONSTRUCTION),96495510.66,2024-12-13,24CD0058,02/22/2024,Construction of Slope Protection Structure,2024,2024,Region III,14.830614,121.058646
P00824609LZ,"Installation of Booster Pump Accessories along Estero de Vitas, Barangay 151, Manila City",CITY OF MANILA,JELSIE CONSTRUCTION & SUPPLY,48997795.07,2024-06-13,24OE0172,02/08/2024,Construction of Flood Mitigation Facility,2024,2024,National Capital Region,14.617982,120.970443
P00745444LZ,"Repair Maintenance of Flood Control and Drainage Structures, Quiling II, Bridge K0078+318, Talisay, Batangas",BATANGAS,BCVILLASENOR CONSTRUCTION,4825000,2023-06-02,23DC0120,03/23/2023,Rehabilitation / Major Repair of Flood Control Structure,2023,2023,Region IV-A,14.094138,121.034421
P00920745LZ,"Installation of Pump Accessories along Estero de Magdalena, Tondo, Manila City",CITY OF MANILA,GOLDEN J'S CONSTRUCTION SERVICES,48015187.82,2025-03-12,25OE0027,02/14/2025,Construction of Flood Mitigation Facility,2025,2025,National Capital Region,14.608219,120.97724
P00844532LZ,"Construction of Flood Control Structure along Malangaan River (Upstream), Barangay Camachile, Doña Remedios Trinidad, Bulacan",BULACAN,FIVE TRAVELLERS CONSTRUCTION INC.,48249750.32,2025-02-11,24C00496,06/17/2024,Construction of Flood Mitigation Structure,2024,2024,Region III,15.0044,121.0587
P00843172LZ,"Rehabilitation of Drainage System, Zone 1-12, Tondo, Manila City",CITY OF MANILA,EIGHT J'S CONSTRUCTION SERVICES / MNJAP CONSTRUCTION SERVICES,96221240.82,2024-08-19,24OE0180,02/20/2024,Rehabilitation / Major Repair of Drainage Structure,2024,2024,National Capital Region,14.61737,120.970502
P00620422LZ,"Bank Improvement (Steel Sheet Pile) along Estero de San Lazaro, Barangay 297, Manila City",CITY OF MANILA,JELSIE CONSTRUCTION & SUPPLY,25751991.02,2022-09-26,22OE0120,02/23/2022,Construction of Flood Mitigation Structure,2022,2022,National Capital Region,14.6022675,120.9772453
P00844749LZ,"Construction of Flood Control Structure, Barangay Francisco Homes Mulawin - Barangay Narra, San Jose del Monte, Bulacan",BULACAN,"TRIPLE 8 CONSTRUCTION & SUPPLY, INC. (FORMERLY TRIPLE 8 CONST. & SUPPLY)",48257458.19,2025-02-12,24CD0168,04/30/2024,Construction of Flood Mitigation Structure,2024,2024,Region III,14.802463,121.058726
P00621430LZ,"Construction of Flood Control Wall along Kabatuhan Compound, Brgy. Gen. T. De Leon, Valenzuela City",VALENZUELA CITY,SONPRO CONSTRUCTION,19005625.23,2023-05-08,22OD0173,03/24/2022,Construction of Flood Mitigation Structure,2022,2022,National Capital Region,14.688004,121.002255
P00740280LZ,"Construction of Retention Basin at Estero dela Reina, (Phase XII), Tondo, Manila City",CITY OF MANILA,G.F. FABIAN CONSTRUCTION,96219232.12,2024-07-15,23OE0046,03/28/2023,Construction of Flood Mitigation Structure,2023,2023,National Capital Region,14.608124,120.970537
P00640489LZ,"Construction of Flood Control Structure and Tributaries, Bagong Silangan, Quezon City",QUEZON CITY,ALPIZ CONSTRUCTION & DEVELOPMENT CORPORATION,18816000,2023-01-11,22OF0103,05/17/2022,Construction of Flood Mitigation Structure,2022,2022,National Capital Region,14.64134,121.002326
P00620101LZ,"Installation of Booster Pump including Retarding Basin at Estero de Vitas, Barangay 151, Manila City",CITY OF MANILA,EIGHT J'S CONSTRUCTION SERVICES,96303461.75,2023-07-25,22OE0005,02/23/2022,Construction of Flood Mitigation Facility,2022,2022,National Capital Region,14.618102,120.970561
P00740507LZ,"Construction of Flood Control Structures at Brgy. Pasong Tamo, Quezon City",QUEZON CITY,WAY MAKER GENERAL CONTRACTOR OPC,29399680.87,2023-11-13,23OF0052,03/21/2023,Construction of Flood Mitigation Structure,2023,2023,National Capital Region,14.68844,121.05896
P00848601LZ,"Construction of Flood Mitigation Structure along Villanueva Creek, Parañaque City",PARAÑAQUE CITY,E.R. RODRIGUEZ CONSTRUCTION CORPORATION (FORMERLY: E.R. RODRIGUEZ CONSTRUCTION),79048492.76,2025-02-02,24OC0118,05/09/2024,Construction of Revetment,2024,2024,National Capital Region,14.4741703,121.0023367
P00632879LZ,"Construction of Drainage (Bulangan), Barangay Maduya, Carmona, Cavite",CAVITE,"TRIPLE 8 CONSTRUCTION & SUPPLY, INC. (FORMERLY TRIPLE 8 CONST. & SUPPLY)",4949610.57,2022-08-15,22DQ0024,02/17/2022,Construction of Drainage Structure,2022,2022,Region IV-A,14.31562,121.05899
P00620919LZ,"Improvement of Slope Protection of Sapang Buwaya Creek Near Annex 31 Subdivision (Phase VI), Brgy. Marcelo Green, Parañaque City",PARAÑAQUE CITY,AKN CONSTRUCTION CORPORATION,48995753.41,2023-05-22,22OC0183,06/22/2022,Construction of Revetment,2022,2022,National Capital Region,14.4717096,121.0345584
P00620097LZ,"Installation of Booster Pump including Accessories at Estero de Vitas, Barangay 151, Manila City",CITY OF MANILA,EIGHT J'S CONSTRUCTION SERVICES,93818961.57,2022-11-17,22OE0007,02/18/2022,Construction of Flood Mitigation Facility,2022,2022,National Capital Region,14.618102,120.970561
P00844528LZ,"Construction of Flood Control Structure along Balaong River (Purok 1 Section, Upstream), Barangay Tartaro, San Miguel, Bulacan",BULACAN,C & F CONSTRUCTION & DEVELOPMENT CORPORATION,48248500.57,2025-02-25,24C00494,07/01/2024,Construction of Flood Mitigation Structure,2024,2024,Region III,15.15941625,121.03468557
P00620401LZ,"Construction of Flood Control Wall along the Banks of Creeks, Brgy. 160, Caloocan City",CALOOCAN CITY,"PERSAN CONSTRUCTION, INC. (FORMERLY: PERSAN CONST.",44130056.18,2022-12-12,22OD0069,02/08/2022,Construction of Flood Mitigation Structure,2022,2022,National Capital Region,14.686224,121.002349
