project_id,report_contract_id,report_year,funding_year,description,project_type,location,region,region_clean,contractor,contractor_clean,cost,cost_numeric,start_date,start_date_iso,completion_date,completion_date_iso,lat,lng
1104,23OA0040,,,"Construction of B. Cruz Pumping Staiton, Brgy. Tangos North, Navotas City",,NAVOTAS CITY,,NAVOTAS CITY,TWO DIMENSION CONSTRUCTION,TWO DIMENSION,"23,267,355.14",23267355.14,,,11/02/2023,2023-11-02,,
8536,23HL0056,2024,2024,"Construction of Amio River Control Structure along Sicopong River, Sta. Catalina, Negros Oriental",,NEGROS ORIENTAL,XIII,Region XIII,LEGACY CONSTRUCTION CORPORATION (FORMERLY: LEGACY CONSTRUCTION),LEGACY (FORMERLY: LEGACY ),"36,260,000.00",36260000.0,02/16/2024,2024-02-16,11/01/2023,2023-11-01,9.98536,126.05582
4753,23CI0151,,,"Construction of Sapangbalen Road Dike, Mabalacat, Pampanga",,PAMPANGA,,PAMPANGA,GCLT CONSTRUCTION INCORPORATED (FORMERLY: GCLT CONSTRUCTION),GCLT (FORMERLY: GCLT ),"34,289,957.79",34289957.79,,,11/01/2023,2023-11-01,,
9300,23KI0016,2024,2024,"Construction of Flood Control Structure along Aloran River, Barangay Palayan, Aloran, Misamis Occidental",,MISAMIS OCCIDENTAL,III,Region III,RITCHE-NATHALIE BUILDERS & GENERAL MERCHANDISE,RITCHE-NATHALIE & GENERAL MERCHANDISE,"48,999,979.13",48999979.13,03/14/2024,2024-03-14,10/31/2023,2023-10-31,14.738612,120.930092
8592,23IA0018,,,"Construction of Busali Flood Control along Biliran Circumferential Road, Phase VI, Biliran, Biliran",,BILIRAN,,BILIRAN,SUNRISE BUILDERS,SUNRISE,"19,581,741.14",19581741.14,,,10/31/2023,2023-10-31,,
7971,22HC0048,,,"Construction of Flood Control Structure, Baogo, Inabanga, Bohol",,BOHOL,,BOHOL,"B. VICENCIO BUILDERS (BVB), INC. (FORMERLY:B. VICENCIO CONSTRUCTION) / ZLREJ TRADING AND CONSTRUCTION CORPORATION",B. VICENCIO (BVB) (FORMERLY:B. VICENCIO ) / ZLREJ TRADING AND,"47,292,350.00",47292350.0,,,10/31/2023,2023-10-31,,
6751,23FB0112,,,"Construction of Dike and Drainage Structure along Barangay 15, Legazpi City, Albay",,ALBAY,,ALBAY,JEJAN CONSTRUCTION AND SUPPLY(FOR. JEJAN CONSTRUCT / STEVEN CONSTRUCTION & SUPPLY,JEJAN AND SUPPLY(FOR. JEJAN CONSTRUCT / STEVEN & SUPPLY,"72,271,706.58",72271706.58,,,10/31/2023,2023-10-31,,
6741,23FB0090,,,"Construction/Upgrading/Rehabilitation of Flood Mitigation System at Barangay Salvacion to Barangay Malabog River, Daraga, Albay",,ALBAY,,ALBAY,MUNTOPAR BUILDERS CORP.,MUNTOPAR,"72,342,833.02",72342833.02,,,10/31/2023,2023-10-31,,
5191,23DE0055,2024,2024,"Construction of Flood Mitigation Structure (Seawall), Brgy. Banoyo, San Luis, Batangas",,BATANGAS,IV-A,IV-A,"GREENFIELD CONSTRUCTION / THREE W BUILDERS, INC.",GREENFIELD / THREE W,"50,509,065.00",50509065.0,05/17/2024,2024-05-17,10/31/2023,2023-10-31,14.44865,120.95191
3308,23BH0076,,,"Construction of Aguinaldo Flood control Structure, Cordon, Isabela",,ISABELA,,ISABELA,DANYSONS CONSTRUCTION AND DEVELOPMENT CORPORATION (FORMERLY: DANYSONS CONSTRUCTION),DANYSONS AND DEVELOPMENT (FORMERLY: DANYSONS ),"48,999,988.60",48999988.6,,,10/31/2023,2023-10-31,,
3058,23BD0078,,,"Construction of Pinacanauan River Flood Management Projects, Camasi-Centro-Dodan, Peñablanca, Cagayan Phase II",,CAGAYAN,,CAGAYAN,MEGAY CONSTRUCTION INC. (FORMERLY: MEGAY CONSTRUCTION) / VHT CAGAYAN BUILDERS CORPORATION,MEGAY (FORMERLY: MEGAY ) / VHT CAGAYAN,"48,800,733.64",48800733.64,,,10/31/2023,2023-10-31,,
9820,23LF0028,,,"Construction of Revetment along Lingayao River, barangay San Ignacio, Manay, Davao Oriental",,DAVAO ORIENTAL,,DAVAO ORIENTAL,O. G. SANTOS CONSTRUCTION,O. G. SANTOS,"96,496,078.47",96496078.47,,,10/30/2023,2023-10-30,,
9312,23KJ0031,2024,2024,"Construction of Slope Protection Downstream of Malubog Bridge I along Labuyo-Tangub-Silanga Road, Tangub City, Misamis Occidental",,MISAMIS OCCIDENTAL,XI,Region XI,MINDANAO ROCK,MINDANAO ROCK,"47,530,000.00",47530000.0,09/25/2024,2024-09-25,10/30/2023,2023-10-30,7.56183,125.93121
8895,23IM0051,,,"Construction of Revetment along Suhi River, Tacloban City",,LEYTE,,LEYTE,JGO BUILDERS,JGO,"48,606,003.37",48606003.37,,,10/30/2023,2023-10-30,,
7975,22HC0109,,,"Construction of Flood Control Structure, Bugaong, Buenavista, Bohol",,BOHOL,,BOHOL,"CEBU 7H TECHNOCHEM INDUSTRIES, INC. / PLD CONSTRUCTION AND DEVELOPMENT INC. (FORMERLY: PLD CONSTRUCTION)",CEBU 7H TECHNOCHEM INDUSTRIES / PLD AND DEVELOPMENT (FORMERLY: PLD ),"66,585,000.00",66585000.0,,,10/30/2023,2023-10-30,,
7743,21GO0078,,,"Construction of Revetment with Floodwall along Banago Creek (Phase 2), Sta. 0+000 to Sta. 1+947, Bacolod City, Negros Occidental",,NEGROS OCCIDENTAL,,NEGROS OCCIDENTAL,SILVER DRAGON CONSTRUCTION & LUMBER & GLASS SUPPLY INC.,SILVER DRAGON & LUMBER & GLASS SUPPLY,"29,400,000.00",29400000.0,,,10/30/2023,2023-10-30,,
4613,23CH0036,,,"Construction of Slope Protection along GPDC, San Pablo-Santa Rita, Lubao, Pampanga",,PAMPANGA,,PAMPANGA,ARROW CONSTRUCTION,ARROW,"29,393,966.78",29393966.78,,,10/30/2023,2023-10-30,,
4041,23CC0274,2024,2024,"Construction of River Protection along Angat River, K015 + 670 to K015 + 820, Parulan, Plaridel, Bulacan",,BULACAN,Construction of Slope Protection Structure,CONSTRUCTION OF SLOPE PROTECTION STRUCTURE,FERDSTAR BUILDERS INC.,FERDSTAR,"48,999,916.12",48999916.12,02/13/2024,2024-02-13,10/30/2023,2023-10-30,14.554041,121.095793
2684,23AI0090,2024,2024,"Construction of Flood Mitigation Structure, Binalonan, Pangasinan",,PANGASINAN,XIII,Region XIII,AMP 723 CONSTRUCTION CORPORATION (FORMERLY: A.M.P. CONSTRUCTION),AMP 723 (FORMERLY: A.M.P. ),"48,936,920.25",48936920.25,04/15/2024,2024-04-15,10/30/2023,2023-10-30,8.20617,126.26847
1926,23OG0038,,,"Rehabilitation of Flood Mitigation Structure along San Juan River, Quezon City (Phase XV)",,QUEZON CITY,,QUEZON CITY,FRONT NINE KONSTRUCT (BUILDERS & REALTY DEVELOPMENT) CORPORATION,FRONT NINE KONSTRUCT ( & REALTY DEVELOPMENT),"42,208,516.89",42208516.89,,,10/30/2023,2023-10-30,,
9204,23KE0008,,,"Construction of River Control along Baylao Bridge, Barangay Baylao, Mambajao, Camiguin",,CAMIGUIN,,CAMIGUIN,SHEEN-SHEEN CONSTRUCTION CORPORATION (FORMERLY: SHEEN-SHEEN CONSTRUCTION),SHEEN-SHEEN (FORMERLY: SHEEN-SHEEN ),"48,771,663.88",48771663.88,,,10/29/2023,2023-10-29,,
8454,23HJ0044,2024,2024,"Construction of Flood Control Structure along Pangaloan River (Upstream), Jimalalud, Negros Oriental",,NEGROS ORIENTAL,VII,Region VII,KOUKEN CONSTRUCTION,KOUKEN,"39,200,000.00",39200000.0,05/28/2024,2024-05-28,10/29/2023,2023-10-29,9.617094,124.308454
7940,23GQ0055,,,"Construction of Flood Control Structures at Brgy. 6, San Carlos City, Negros Occidental (Sta. 0+725 - Sta. 1+035)",,NEGROS OCCIDENTAL,,NEGROS OCCIDENTAL,KENNETH CONSTRUCTION AND GENERAL MERCHANDISE,KENNETH AND GENERAL MERCHANDISE,"19,800,000.00",19800000.0,,,10/29/2023,2023-10-29,,
7652,22GG0093,2024,2024,"Construction of Flood Control Structure along Jalaur River, Pototan, Iloilo",,ILOILO,II,Region II,"A.D. PENDON CONSTRUCTION & SUPPLY, INC. (FORMERLY: ADP CONSTRUCTION & SUPPLY)",A.D. PENDON & SUPPLY (FORMERLY: ADP & SUPPLY),"43,217,768.99",43217768.99,07/23/2024,2024-07-23,10/29/2023,2023-10-29,16.750294,121.765219
7357,23FL0018,,,"Construction of Flood Mitigation Structure/Shoreline Protection, Barangay Macabari, Barcelona, Sorsogon",,SORSOGON,,SORSOGON,ALHADRAX CONSTRUCTION AND SUPPLY,ALHADRAX AND SUPPLY,"19,773,947.82",19773947.82,,,10/29/2023,2023-10-29,,
7358,23FL0018,2024,2024,"Construction of Flood Mitigation Structure/Shoreline Protection, Barangay Otavi, Bulan, Sorsogon",,SORSOGON,II,Region II,ALHADRAX CONSTRUCTION AND SUPPLY,ALHADRAX AND SUPPLY,"9,603,008.42",9603008.42,08/15/2024,2024-08-15,10/29/2023,2023-10-29,17.751753,121.735881
7359,23FL0018,2024,2024,"Construction of Flood Mitigation Structure/Shoreline Protection, Barangay Calintaan - Barangay Calayuan, Matnog, Sorsogon",,SORSOGON,IV-A,IV-A,ALHADRAX CONSTRUCTION AND SUPPLY,ALHADRAX AND SUPPLY,"9,800,997.16",9800997.16,03/01/2024,2024-03-01,10/29/2023,2023-10-29,14.173592,121.27412
7360,23FL0018,,,"Construction of Flood Control Structure, Barangay Jibong - Barangay Tagdon, Barcelona, Sorsogon",,SORSOGON,,SORSOGON,ALHADRAX CONSTRUCTION AND SUPPLY,ALHADRAX AND SUPPLY,"9,603,000.00",9603000.0,,,10/29/2023,2023-10-29,,
7361,23FL0018,,,"Construction of Flood Control Structure, Barangay Bangate, Barcelona, Sorsogon",,SORSOGON,,SORSOGON,ALHADRAX CONSTRUCTION AND SUPPLY,ALHADRAX AND SUPPLY,"4,801,500.00",4801500.0,,,10/29/2023,2023-10-29,,
903,23PK0035,2024,2024,"Construction of Manangol (Tokje) Mabilong Flood Control and Drainage, Lubuagan, Kalinga",,KALINGA,in Muslim Mindanao,IN MUSLIM MINDANAO,SONBLESSED CONSTRUCTION AND SUPPLY,SONBLESSED AND SUPPLY,"4,894,091.75",4894091.75,03/18/2024,2024-03-18,10/29/2023,2023-10-29,7.04914,124.46903
5103,23CM0023,,,"Rehabilitation of Kalaklan River, Olongapo City, Zambales",,ZAMBALES,,ZAMBALES,JAMJLE PROPERTIES (SUBIC) AND DEVELOPMENT CORPORAT,JAMJLE PROPERTIES (SUBIC) AND DEVELOPMENT CORPORAT,"77,199,995.60",77199995.6,,,10/28/2023,2023-10-28,,
4749,23CI0142,2024,2024,"Construction of Concrete Slope Protection with Groundsill along Quitangil Creek at Barangay Santa Lucia, Magalang, Pampanga",,PAMPANGA,I,Region I,R.D. POLICARPIO & COMPANY INC.,R.D. POLICARPIO &,"57,889,523.69",57889523.69,05/03/2024,2024-05-03,10/28/2023,2023-10-28,16.734749,120.376223
3447,23BI0005,,,"Construction of Macate Flood Control Structure along Magat River, Bambang, Nueva Vizcaya",,NUEVA VIZCAYA,,NUEVA VIZCAYA,M.R. VARGAS CONSTRUCTION CORPORATION (FORMERLY: M.R. VARGAS CONSTRUCTION),M.R. VARGAS (FORMERLY: M.R. VARGAS ),"59,400,000.00",59400000.0,,,10/28/2023,2023-10-28,,
904,23PK0071,2024,2024,"Construction of Drainage Canal System in Barangay Malucsad (Abis Creek), Pasil, Kalinga and Barangay Balbalasang (Balbalasang Elementary School), Balbalan, Kalinga",,KALINGA,XII,Region XII,RAD CONSTRUCTION,RAD,"4,950,000.00",4950000.0,04/09/2024,2024-04-09,10/28/2023,2023-10-28,7.101255,125.043361
10033,23MB0079,,,"Construction of Concrete Revetment, Upper Silway Bridge, Silway River, General Santos City",,SOUTH COTABATO,,SOUTH COTABATO,J.G. ORANZA CONSTRUCTION,J.G. ORANZA,"51,143,096.92",51143096.92,,,10/27/2023,2023-10-27,,
9745,23LB0037,,,"Construction of Revetment along Bunawan River, Sta. 0 + 000 - Sta. 0 + 426, East Side, Davao City",,DAVAO DEL SUR,,DAVAO DEL SUR,GENESIS88 CONSTRUCTION INC.,GENESIS88,"96,500,000.00",96500000.0,,,10/27/2023,2023-10-27,,
8132,23HD0031,2024,2024,"Construction of Flood Control Structure, Poblacion, Sta. 000 + 000 - Sta. 000 + 260, Daanbantayan, Cebu",,CEBU,X,Region X,WTG CONSTRUCTION & DEVELOPMENT CORPORATION,WTG & DEVELOPMENT,"67,550,000.00",67550000.0,05/27/2024,2024-05-27,10/27/2023,2023-10-27,8.813225,124.791107
8133,23HD0032,,,"Construction of Flood Control Structure at Taytayan Bridge, Sta. 000 + 000 - Sta. 001 + 071, City of Bogo, Cebu",,CEBU,,CEBU,"GONZALODO ENTERPRISES / RUDHIL CONSTRUCTION & ENTERPRISES, INC.(FORMERLY R",GONZALODO ENTERPRISES / RUDHIL & ENTERPRISES (FORMERLY R,"67,550,000.00",67550000.0,,,10/27/2023,2023-10-27,,
7159,23FN0014,,,"Construction of Flood Mitigation Structure along Bicol River (Downstream), Rightside Phase II, Brgy. La Purisima, Nabua, Camarines Sur",,CAMARINES SUR,,CAMARINES SUR,G.C.I. CONSTRUCTION AND DEV'T. CORP.,G.C.I. AND DEV'T.,"77,167,401.48",77167401.48,,,10/27/2023,2023-10-27,,
7010,23FE0013,,,"Construction of Revetment, Barangay San Gabriel, Pamplona, Camarines Sur",,CAMARINES SUR,,CAMARINES SUR,BICOL GOLDROCK CONSTRUCTION CORPORATION,BICOL GOLDROCK,"48,493,174.09",48493174.09,,,10/27/2023,2023-10-27,,
6651,23FA0039,,,"Construction of Flood Mitigation Structure, Zone 2 of Brgy. Labnig, Malinao, Albay",,ALBAY,,ALBAY,STEVEN CONSTRUCTION & SUPPLY,STEVEN & SUPPLY,"48,020,000.00",48020000.0,,,10/27/2023,2023-10-27,,
4477,23CF0058,,,"Construction of Flood Control Structure (Gabion) at Calaanan River Labi Section, Bongabon, Nueva Ecija",,NUEVA ECIJA,,NUEVA ECIJA,CELSO C. FERRER CONSTRUCTION CORP.,CELSO C. FERRER,"48,990,841.52",48990841.52,,,10/27/2023,2023-10-27,,
4415,23CE0023,2024,2024,"Construction of Flood Control Structure along Talavera River, Barangay Tabulac, San Jose City, Nueva Ecija",,NUEVA ECIJA,III,Region III,AMP 723 CONSTRUCTION CORPORATION (FORMERLY: A.M.P. CONSTRUCTION) / IJK MAE CONSTRUCTION INC.,AMP 723 (FORMERLY: A.M.P. ) / IJK MAE,"48,999,972.55",48999972.55,04/23/2024,2024-04-23,10/27/2023,2023-10-27,14.812368,120.94415
2111,23AA0305,2025,2025,"Construction of Flood Control Structure along Abang Creek (Upstream), Barangay Lanao, Bangui, Ilocos Norte",,ILOCOS NORTE,Construction of Flood Mitigation Structure,CONSTRUCTION OF FLOOD MITIGATION STRUCTURE,RCD GEN. CONTRACTOR & CONSTRUCTION SUPPLY,RCD GEN. CONTRACTOR & SUPPLY,"19,599,827.98",19599827.98,02/19/2025,2025-02-19,10/27/2023,2023-10-27,9.421111,122.942778
9687,22LB0025,,,"Construction of Esplanade at Davao River, Right Bank Outfall Section, Davao City",,DAVAO DEL SUR,,DAVAO DEL SUR,GENESIS88 CONSTRUCTION INC.,GENESIS88,"29,400,000.00",29400000.0,,,10/26/2023,2023-10-26,,
8714,23IC0110,,,"Construction/Rehabilitation of Flood Control Mitigation Facilities along Lingayon River (Lingayon Bridge), Downstream, Brgy. Lingayon, Alangalang, Leyte",,LEYTE,,LEYTE,RT BUILDERS,RT,"48,000,157.14",48000157.14,,,10/26/2023,2023-10-26,,
8100,23HF0026,2024,2024,"Rehabilitation of Flood Mitigation Structure at Guinabasan River, Barangay Sta. Lucia, Asturias, Cebu",,CEBU,I,Region I,VEN RAY CONSTRUCTION CORPORATION,VEN RAY,"18,546,000.00",18546000.0,05/08/2024,2024-05-08,10/26/2023,2023-10-26,16.3981,120.3422
6640,23FA0027,2024,2024,"Construction of River Protection Structures at Telegrapo River (Downstream), Lidong , Sto. Domingo, Albay",,ALBAY,II,Region II,HI-TONE CONSTRUCTION & DEVELOPMENT CORP. (FORMERLY,HI-TONE & DEVELOPMENT (FORMERLY,"99,000,000.00",99000000.0,05/24/2024,2024-05-24,10/26/2023,2023-10-26,16.55664,121.682515
5258,23DD0070,,,"Construction of Revetment along Lawaye River, Barangay Poctol, San Juan, Batangas",,BATANGAS,,BATANGAS,"VICMAR CONSTRUCTION, INC. / FRANDEL CONSTRUCTION AND DEVELOPMENT CORP.",VICMAR / FRANDEL AND DEVELOPMENT,"76,235,000.00",76235000.0,,,10/26/2023,2023-10-26,,
5158,23DE0039,2024,2024,"Construction of Flood Control Structure at Barangay Libjo (Section 2), Batangas City",,BATANGAS,IV-B,IV-B,EFREN RAMIREZ CONSTRUCTION AND GENERAL SERVICES CORPORATION,EFREN RAMIREZ AND GENERAL SERVICES,"39,200,000.00",39200000.0,03/04/2024,2024-03-04,10/26/2023,2023-10-26,12.382222,121.351583
4831,23CK0044,,,"Rehabilitation of Existing dike along O'donnell River, Barangay Bueno Section, Left Bank, Capas, Tarlac",,TARLAC,,TARLAC,RAIK CONSTRUCTION AND DEVELOPMENT CORPORATION (FORMERLY: RAIK CONSTRUCTION AND SUPPLY),RAIK AND DEVELOPMENT (FORMERLY: RAIK AND SUPPLY),"47,188,039.20",47188039.2,,,10/26/2023,2023-10-26,,
3458,23BI0043,,,"Infrastructure/ Facilities - Construction of Barat Flood Control Structure along Sta. Cruz River, Bambang, Nueva Vizcaya",,NUEVA VIZCAYA,,NUEVA VIZCAYA,E.T. LATAWAN CONSTRUCTION,E.T. LATAWAN,"48,987,038.54",48987038.54,,,10/26/2023,2023-10-26,,
2639,23AH0077,,,"Construction of Riverbank Protection, Brgy. Embarcadero, Mangaldan, Pangasinan",,PANGASINAN,,PANGASINAN,BET CONSTRUCTION & SUPPLY,BET & SUPPLY,"26,934,215.03",26934215.03,,,10/26/2023,2023-10-26,,
2109,23AA0303,,,"Construction of Flood Control on Main Drainage Canal and Tributaries at South of River (Cabungaan and Apaya Section), Laoag City, Ilocos Norte",,ILOCOS NORTE,,ILOCOS NORTE,IGWT-JAV CONSTRUCTION & DEVELOPMENT CORPORATION / EGB CONSTRUCTION CORPORATION (FORMERLY: EGB CONSTRUCTION),IGWT-JAV & DEVELOPMENT / EGB (FORMERLY: EGB ),"48,999,809.17",48999809.17,,,10/26/2023,2023-10-26,,
10273,23NB0019,,,"Construction of Revetment along Agusan River Basin, Esperanza Section, Agusan del Sur",,AGUSAN DEL SUR,,AGUSAN DEL SUR,ADFIL CORPORATION,ADFIL,"53,074,962.28",53074962.28,,,10/25/2023,2023-10-25,,
10065,23MG0012,,,"Construction of River Bank Protection along Marbel River, Brgy. Sto. Niño, Koronadal City, South Cotabato",,SOUTH COTABATO,,SOUTH COTABATO,VYS CONSTRUCTION,VYS,"28,949,945.96",28949945.96,,,10/25/2023,2023-10-25,,
9369,23KD0021,,,"Construction of Flood Control Structure (Tablon Side) along Cugman River, Cugman, Cagayan de Oro City",,MISAMIS ORIENTAL,,MISAMIS ORIENTAL,"JT GAMOLO CONSTRUCTION, INCORPORATION (FORMERLY:J.T. GAMOLO CONSTRUCTION)",JT GAMOLO INCORPORATION (FORMERLY:J.T. GAMOLO ),"47,518,988.99",47518988.99,,,10/25/2023,2023-10-25,,
8896,23IM0055,2024,2024,"Construction of Flood Control Structure, Suhi River, Tacloban City",,LEYTE,I,Region I,JGO BUILDERS,JGO,"33,650,737.08",33650737.08,02/28/2024,2024-02-28,10/25/2023,2023-10-25,17.128896,120.433317
8817,23IF0084,,,"Construction of Matlang Flood Control, Isabel, Leyte",,LEYTE,,LEYTE,COLLERA CONSTRUCTION,COLLERA,"95,674,838.32",95674838.32,,,10/25/2023,2023-10-25,,
8810,23IF0005,,,"Construction of Talisayan Flood Control, Albuera, Leyte",,LEYTE,,LEYTE,AQUALINE CONSTRUCTION CORPORATION (FORMERLY: AQUALINE CONSTRUCTION) / EVERBUILT CONSTRUCTION,AQUALINE (FORMERLY: AQUALINE ) / EVERBUILT,"55,003,847.30",55003847.3,,,10/25/2023,2023-10-25,,
7563,23GE0009,2024,2024,"Construction of Flood Mitigation Structure along Cabalagnan River, Barangay Cabalagnan, Nueva Valencia, Guimaras",,GUIMARAS,X,Region X,"F. GURREA CONSTRUCTION, INCORPORATED",F. GURREA,"57,895,645.35",57895645.35,06/21/2024,2024-06-21,10/25/2023,2023-10-25,8.080227,123.75637
6503,23JA0017,,,"Construction of Flood Control Structure at Tinuba River Sinubong, Zamboanga City",,ZAMBOANGA DEL SUR,,ZAMBOANGA DEL SUR,JM2K CONSTRUCTION,JM2K,"41,109,966.96",41109966.96,,,10/25/2023,2023-10-25,,
6248,23EI0047,2024,2024,"Construction of Orconuma River Control (Upstream), Abutment B, Bongabong, Oriental Mindoro",,ORIENTAL MINDORO,I,Region I,LUMEL GLENN CONSTRUCTION,LUMEL GLENN,"48,999,818.34",48999818.34,03/22/2024,2024-03-22,10/25/2023,2023-10-25,16.662483,120.324023
3211,23BG0078,,,"Construction of Cagayan River Flood Control Project, Brgy. Dangan (Sta. 0+000 - Sta. 0+550), Reina Mercedes, Isabela",,ISABELA,,ISABELA,ROAD EDGE TRADING & DEVELOPMENT SERVICES,ROAD EDGE TRADING & DEVELOPMENT SERVICES,"48,659,086.18",48659086.18,,,10/25/2023,2023-10-25,,
3103,23BE0050,,,"Construction of Flood Mitigation Structure along Ilagan River, Brgy. Cabisera 9-11, City of Ilagan, Isabela",,ISABELA,,ISABELA,DRAGON TWELVE BUILDERS & CONSTRUCTION SUPPLY,DRAGON TWELVE & SUPPLY,"96,174,122.00",96174122.0,,,10/25/2023,2023-10-25,,
897,22PK0086,2024,2024,"Repair/Rehabilitation of National Road along Lubuagan-Batong Buhay-Abra Bdry. Road, K0464 + 000 - K0464 + 050, K0464 + 800 - K0464 + 815, Lower Uma, Lubuagan, Kalinga",,KALINGA,Construction of Flood Mitigation Facility,CONSTRUCTION OF FLOOD MITIGATION FACILITY,BANGYAN 3D CONSTRUCTION,BANGYAN 3D,"3,195,154.18",3195154.18,02/07/2024,2024-02-07,10/25/2023,2023-10-25,14.617897,120.97098
9257,23KG0023,2024,2024,"Construction of Flood Mitigation Structure along Maigo Bridge (B00949MN), Downstream (R/S), Maigo, Lanao del Norte",,LANAO DEL NORTE,Construction of Flood Mitigation Structure,CONSTRUCTION OF FLOOD MITIGATION STRUCTURE,"RUDHIL CONSTRUCTION & ENTERPRISES, INC.(FORMERLY R",RUDHIL & ENTERPRISES (FORMERLY R,"53,075,000.00",53075000.0,04/01/2024,2024-04-01,10/24/2023,2023-10-24,14.653143,121.092573
9203,23KE0007,,,"Construction of River Control along Lumad Bridge, Barangay Lumad, Mambajao, Camiguin",,CAMIGUIN,,CAMIGUIN,SHEEN-SHEEN CONSTRUCTION CORPORATION (FORMERLY: SHEEN-SHEEN CONSTRUCTION),SHEEN-SHEEN (FORMERLY: SHEEN-SHEEN ),"48,913,540.20",48913540.2,,,10/24/2023,2023-10-24,,
8947,23II0015,,,"Construction of Catubig Flood Control Structure and Drainage System, Catubig River Basin, Catubig, Northern Samar",,NORTHERN SAMAR,,NORTHERN SAMAR,JUPA CONSTRUCTION,JUPA,"54,377,358.61",54377358.61,,,10/24/2023,2023-10-24,,
8948,23II0016,2024,2024,"Construction of Palapag Flood Control Structure and Drainage System, Palapag River Basin, Palapag, Northern Samar",,NORTHERN SAMAR,XIII,Region XIII,MCU CONSTRUCTION,MCU,"54,932,000.00",54932000.0,02/16/2024,2024-02-16,10/24/2023,2023-10-24,9.989483,126.054218
8494,23HK0090,,,"Flood Management Program - Rehabilitation of Tanjay River Control, Pamplona Section, Simborio, Pamplona, Negros Oriental",,NEGROS ORIENTAL,,NEGROS ORIENTAL,PHILSOUTH BUILDERS INC (FORMERLY:PHILSOUTH BUILDERS),PHILSOUTH (FORMERLY:PHILSOUTH ),"49,000,000.00",49000000.0,,,10/24/2023,2023-10-24,,
6756,23FB0121,2024,2024,"Construction/Upgrading/Rehabilitation of Flood Mitigation System at Barangay Salvacion to Barangay Busay River, Daraga, Albay",,ALBAY,III,Region III,NEXT GENERATION CONSTRUCTION AND SUPPLY CORPORATION,NEXT GENERATION AND SUPPLY,"72,294,714.06",72294714.06,02/14/2024,2024-02-14,10/24/2023,2023-10-24,14.867562,120.205201
5869,23DO0089,,,"Construction of Slope Protection at Barangay Mascap and Puray, Montalban, Rizal",,RIZAL,,RIZAL,SOLID PILE CONSTRUCTION,SOLID PILE,"29,700,000.00",29700000.0,,,10/24/2023,2023-10-24,,
5459,22DQ0062,,,"Construction/ Rehabilitation/ Improvement of Reinforced Concrete Box Culvert along Manila-Cavite (NCR Bdry-Jct Cavite City Sect), K0016 + 880, Bacoor City, Cavite",,CAVITE,,CAVITE,OMNICON BUILDERS,OMNICON,"9,799,854.94",9799854.94,,,10/24/2023,2023-10-24,,
5460,22DQ0062,2024,2024,"Construction/ Rehabilitation/ Improvement of Reinforced Concrete Box Culvert along Manila-Cavite (NCR Bdry-Jct Cavite City Sect), K0018 + 953, Bacoor City, Cavite",,CAVITE,II,Region II,OMNICON BUILDERS,OMNICON,"9,799,196.02",9799196.02,05/13/2024,2024-05-13,10/24/2023,2023-10-24,17.109228,121.68546
4841,23CK0056,,,"Construction/Rehabilitation of Existing Earth Dike at Telakawa Creek, Dalan Danum Creek, Brgy. San Isidro, Sitio Almendras, Concepcion, Tarlac",,TARLAC,,TARLAC,ALPHA & OMEGA GEN. CONTRACTOR & DEVELOPMENT CORP. / LAP GLOBAL CONSTRUCTION CORPORATION(FORMERLY LAP GLOBAL CONSTRUCTION),ALPHA & OMEGA GEN. CONTRACTOR & DEVELOPMENT / LAP GLOBAL (FORMERLY LAP GLOBAL ),"96,476,890.40",96476890.4,,,10/24/2023,2023-10-24,,
3828,23CC0190,2024,2024,"Construction of Revetment, Brgy. San Pascual, Hagonoy, Bulacan",,BULACAN,VIII,Region VIII,FLORDES CONSTRUCTION & TRADING CORP. (FORMERLY FLO,FLORDES & TRADING (FORMERLY FLO,"144,749,439.65",144749439.65,03/13/2024,2024-03-13,10/24/2023,2023-10-24,10.138288,124.855726
3829,23CC0191,,,"Construction of Flood Control Facility, Brgy. Sta. Elena, Hagonoy, Bulacan",,BULACAN,,BULACAN,FLORDES CONSTRUCTION & TRADING CORP. (FORMERLY FLO,FLORDES & TRADING (FORMERLY FLO,"144,199,874.90",144199874.9,,,10/24/2023,2023-10-24,,
3830,23CC0192,,,"Construction of Flood Control Facility, Brgy. Sagrada Familia, Hagonoy, Bulacan",,BULACAN,,BULACAN,FLORDES CONSTRUCTION & TRADING CORP. (FORMERLY FLO,FLORDES & TRADING (FORMERLY FLO,"144,749,489.85",144749489.85,,,10/24/2023,2023-10-24,,
2828,23AJ0068,,,"Construction of Drainage at Barangay Cabilocaan, Calasiao, Pangasinan",,PANGASINAN,,PANGASINAN,ALPHIN TRADING & CONSTRUCTION,ALPHIN TRADING &,"4,839,885.37",4839885.37,,,10/24/2023,2023-10-24,,
1983,23OH0030,,,"Rehabilitation of Flood Mitigation Structure, Easement Road Estero de Pandacan (Tripa de Gallina - P. Quirino Ave.) Manila",,CITY OF MANILA,,CITY OF MANILA,ALPHA & OMEGA GEN. CONTRACTOR & DEVELOPMENT CORP. / K84 CONSTRUCTION AND DEVELOPMENT CORPORATION,ALPHA & OMEGA GEN. CONTRACTOR & DEVELOPMENT / K84 AND DEVELOPMENT,"38,253,120.32",38253120.32,,,10/24/2023,2023-10-24,,
